iso3,location_name,region_name,year,number_suicides_2021,crude_suicide_rate_2021,age_standardized_suicide_rate_2021,data_quality,income_group,age_name,gbd_addiction_death_rate_both,gbd_addiction_death_rate_female,gbd_addiction_death_rate_male,gbd_depression_dalys_rate_both,gbd_selfharm_death_rate_female,gbd_selfharm_death_rate_male,gbd_year
GNQ,Equatorial Guinea,African Region,2021,124,7.0,10.5,Very low,UMI,<20 years,3.981797324773325,1.1182959323975583,7.1819735562341736,405.6155124937484,1.0873078902027271,3.953914759617816,2023
ERI,Eritrea,African Region,2021,443,13.2,20.2,Very low,LI,20-24 years,4.657292306306048,3.617746489120345,5.617947914152502,857.0482373996707,6.798949487589602,33.71256996088584,2023
ERI,Eritrea,African Region,2021,443,13.2,20.2,Very low,LI,25+ years,4.657292306306048,3.617746489120345,5.617947914152502,931.3600247523946,12.356954325295444,42.11026959890644,2023
ERI,Eritrea,African Region,2021,443,13.2,20.2,Very low,LI,<20 years,4.657292306306048,3.617746489120345,5.617947914152502,253.84568953371576,1.9633606275268236,4.833776285099448,2023
SWZ,Eswatini,African Region,2021,329,27.2,31.8,Very low,LMI,20-24 years,1.6213761400623752,1.2602282978537926,2.1300099447402077,1057.4371230290594,12.579645657345768,49.09203166263049,2023
SWZ,Eswatini,African Region,2021,329,27.2,31.8,Very low,LMI,25+ years,1.6213761400623752,1.2602282978537926,2.1300099447402077,1013.4196608964064,8.359965082318084,45.54102778749414,2023
SWZ,Eswatini,African Region,2021,329,27.2,31.8,Very low,LMI,<20 years,1.6213761400623752,1.2602282978537926,2.1300099447402077,353.72653534013114,2.614287730943022,5.50805439482782,2023
ETH,Ethiopia,African Region,2021,7412,6.1,10.7,Very low,LI,20-24 years,4.189226913240561,3.527621673995782,4.833721614711224,1294.5418910552662,4.446132892776046,16.981764869508304,2023
ETH,Ethiopia,African Region,2021,7412,6.1,10.7,Very low,LI,25+ years,4.189226913240561,3.527621673995782,4.833721614711224,1306.9046952925676,7.0902330005619,28.123303394265033,2023
ETH,Ethiopia,African Region,2021,7412,6.1,10.7,Very low,LI,<20 years,4.189226913240561,3.527621673995782,4.833721614711224,407.1809246022769,1.3961983192909966,3.153139305918724,2023
GAB,Gabon,African Region,2021,173,7.3,10.5,Very low,UMI,20-24 years,2.4517860189516893,0.972425348294762,4.025855953994028,1383.5109154714924,3.5164302914703383,21.03124041002268,2023
GAB,Gabon,African Region,2021,173,7.3,10.5,Very low,UMI,25+ years,2.4517860189516893,0.972425348294762,4.025855953994028,1379.5243721066026,5.7597978986593485,42.43162546660928,2023
GAB,Gabon,African Region,2021,173,7.3,10.5,Very low,UMI,<20 years,2.4517860189516893,0.972425348294762,4.025855953994028,431.1669199803143,1.325464090680286,3.719101866728375,2023
GMB,Gambia,African Region,2021,124,4.8,8.3,Very low,LI,20-24 years,1.1368956777672543,0.5982918367578566,1.6671264721955308,781.2772079182471,1.9797007625859993,11.387066985618626,2023
GMB,Gambia,African Region,2021,124,4.8,8.3,Very low,LI,25+ years,1.1368956777672543,0.5982918367578566,1.6671264721955308,842.6352723064223,5.13311091964501,17.6317710152719,2023
GMB,Gambia,African Region,2021,124,4.8,8.3,Very low,LI,<20 years,1.1368956777672543,0.5982918367578566,1.6671264721955308,242.72950977225463,0.8092637278748899,2.637066851763492,2023
GHA,Ghana,African Region,2021,1729,5.3,8.1,Very low,LMI,20-24 years,1.993808883585882,0.956671894052718,3.148299764268733,1147.2471340962318,2.885396784713808,12.092888308709952,2023
GHA,Ghana,African Region,2021,1729,5.3,8.1,Very low,LMI,25+ years,1.993808883585882,0.956671894052718,3.148299764268733,1170.873870059785,6.813389761501168,28.721333535211254,2023
GHA,Ghana,African Region,2021,1729,5.3,8.1,Very low,LMI,<20 years,1.993808883585882,0.956671894052718,3.148299764268733,360.7776592937591,0.8911566931780405,2.947947960386489,2023
GIN,Guinea,African Region,2021,661,4.8,8.2,Very low,LMI,20-24 years,1.5150568577189545,0.8973824466566022,2.147022361912468,817.3406605853769,3.5611438053279714,11.515990087553334,2023
GIN,Guinea,African Region,2021,661,4.8,8.2,Very low,LMI,25+ years,1.5150568577189545,0.8973824466566022,2.147022361912468,883.9938064680067,7.299120166036381,22.46890560642287,2023
GIN,Guinea,African Region,2021,661,4.8,8.2,Very low,LMI,<20 years,1.5150568577189545,0.8973824466566022,2.147022361912468,227.84912389682077,1.0652513686204967,2.735858705563434,2023
GNB,Guinea-Bissau,African Region,2021,158,7.7,12.2,Very low,LI,20-24 years,1.740355060466202,1.1547445786530353,2.398577657325162,788.5905375741173,5.254743901962553,12.463814960932815,2023
GNB,Guinea-Bissau,African Region,2021,158,7.7,12.2,Very low,LI,25+ years,1.740355060466202,1.1547445786530353,2.398577657325162,857.5806419011534,9.48015927596712,25.78392887407138,2023
GNB,Guinea-Bissau,African Region,2021,158,7.7,12.2,Very low,LI,<20 years,1.740355060466202,1.1547445786530353,2.398577657325162,232.15541489197213,1.147622294574384,2.873682420736314,2023
KEN,Kenya,African Region,2021,2438,4.6,8.9,Very low,LMI,20-24 years,2.946371315988192,2.242724870045406,3.688702198402799,850.0424995708223,4.190990885116301,12.096005345445995,2023
KEN,Kenya,African Region,2021,2438,4.6,8.9,Very low,LMI,25+ years,2.946371315988192,2.242724870045406,3.688702198402799,891.2464799135043,6.911515146359553,28.53910578320265,2023
KEN,Kenya,African Region,2021,2438,4.6,8.9,Very low,LMI,<20 years,2.946371315988192,2.242724870045406,3.688702198402799,274.52184513299625,1.2027051445257195,1.8247433169246632,2023
LSO,Lesotho,African Region,2021,648,28.7,36.7,Very low,LMI,20-24 years,1.890109657224259,1.264036589381962,2.720053627865714,784.6272608975509,7.250259043041781,39.81268020660748,2023
LSO,Lesotho,African Region,2021,648,28.7,36.7,Very low,LMI,25+ years,1.890109657224259,1.264036589381962,2.720053627865714,829.987891286838,11.461972432805403,64.97323398650387,2023
LSO,Lesotho,African Region,2021,648,28.7,36.7,Very low,LMI,<20 years,1.890109657224259,1.264036589381962,2.720053627865714,271.4825330958798,1.531454604115703,4.182761141630568,2023
LBR,Liberia,African Region,2021,314,6.0,9.6,Very low,LI,20-24 years,2.2556184659961316,1.0197617836494464,3.3737292359234465,805.6573212354568,4.456320442856213,15.53392652735888,2023
LBR,Liberia,African Region,2021,314,6.0,9.6,Very low,LI,25+ years,2.2556184659961316,1.0197617836494464,3.3737292359234465,864.9892042787275,8.747050071695732,20.4143197797512,2023
LBR,Liberia,African Region,2021,314,6.0,9.6,Very low,LI,<20 years,2.2556184659961316,1.0197617836494464,3.3737292359234465,259.5784595794711,1.2762385766604405,3.4127882085760066,2023
MDG,Madagascar,African Region,2021,1808,6.1,10.0,Very low,LI,20-24 years,5.138498190845333,3.5420812924905225,6.801215503055818,916.6315700286284,5.1708043213081565,17.218452259508766,2023
MDG,Madagascar,African Region,2021,1808,6.1,10.0,Very low,LI,25+ years,5.138498190845333,3.5420812924905225,6.801215503055818,998.6630064322816,8.991169294554775,32.27004246359697,2023
MDG,Madagascar,African Region,2021,1808,6.1,10.0,Very low,LI,<20 years,5.138498190845333,3.5420812924905225,6.801215503055818,280.36777061057796,1.5133089461695892,3.041207888776848,2023
MWI,Malawi,African Region,2021,1517,7.6,14.2,Very low,LI,20-24 years,3.7968069163635056,1.5700445514737276,6.320212567966028,897.1677442246646,6.262394694169298,16.85649296353996,2023
MWI,Malawi,African Region,2021,1517,7.6,14.2,Very low,LI,25+ years,3.7968069163635056,1.5700445514737276,6.320212567966028,913.933660874848,9.178738986872084,41.30884193933315,2023
MWI,Malawi,African Region,2021,1517,7.6,14.2,Very low,LI,<20 years,3.7968069163635056,1.5700445514737276,6.320212567966028,296.369029602277,1.6674292362802232,2.8608870424935575,2023
MLI,Mali,African Region,2021,931,4.2,8.3,Very low,LI,20-24 years,1.2846763387194715,0.7536638349508216,1.7698435597957287,828.6234897079728,3.812248566363365,9.511368170279292,2023
MLI,Mali,African Region,2021,931,4.2,8.3,Very low,LI,25+ years,1.2846763387194715,0.7536638349508216,1.7698435597957287,845.3998605729755,5.985033058081715,16.47341789941084,2023
MLI,Mali,African Region,2021,931,4.2,8.3,Very low,LI,<20 years,1.2846763387194715,0.7536638349508216,1.7698435597957287,212.18349281052903,0.9593107300773132,1.9456603941617296,2023
MRT,Mauritania,African Region,2021,128,2.7,4.9,Very low,LMI,20-24 years,1.4529630634405786,0.8748813340924738,2.0586208886847426,761.2562186143368,3.0205659642690543,11.341936859535066,2023
MRT,Mauritania,African Region,2021,128,2.7,4.9,Very low,LMI,25+ years,1.4529630634405786,0.8748813340924738,2.0586208886847426,788.5299628290786,5.473019708376439,18.015299059370417,2023
MRT,Mauritania,African Region,2021,128,2.7,4.9,Very low,LMI,<20 years,1.4529630634405786,0.8748813340924738,2.0586208886847426,223.5802563329833,0.8926883976497925,2.7094100077238714,2023
MUS,Mauritius,African Region,2021,135,10.5,9.6,High,UMI,20-24 years,7.520035562639145,0.8828740325624161,14.43384952538263,1171.888101577606,5.025421784321189,21.609279411094622,2023
MUS,Mauritius,African Region,2021,135,10.5,9.6,High,UMI,25+ years,7.520035562639145,0.8828740325624161,14.43384952538263,1110.759392185376,4.440819200765231,22.263954500184155,2023
MUS,Mauritius,African Region,2021,135,10.5,9.6,High,UMI,<20 years,7.520035562639145,0.8828740325624161,14.43384952538263,488.4809115101963,1.7238079113725675,2.966165527364663,2023
MOZ,Mozambique,African Region,2021,3363,10.6,19.0,Very low,LI,20-24 years,1.4489713811804568,0.8272988293483032,2.190868717625829,824.5663203778158,2.4737083212066477,11.093921694258926,2023
MOZ,Mozambique,African Region,2021,3363,10.6,19.0,Very low,LI,25+ years,1.4489713811804568,0.8272988293483032,2.190868717625829,888.2220969973608,4.162010260667808,20.906057830452777,2023
MOZ,Mozambique,African Region,2021,3363,10.6,19.0,Very low,LI,<20 years,1.4489713811804568,0.8272988293483032,2.190868717625829,237.11059020922633,0.971499041761765,1.4877923004436922,2023
NAM,Namibia,African Region,2021,241,8.6,11.1,Very low,UMI,20-24 years,1.9184334156608311,1.1405527911119515,2.8674522255770656,711.9339775283491,6.868983195603606,29.282776223248412,2023
NAM,Namibia,African Region,2021,241,8.6,11.1,Very low,UMI,25+ years,1.9184334156608311,1.1405527911119515,2.8674522255770656,723.528041568666,7.463748648069872,39.14875150689538,2023
NAM,Namibia,African Region,2021,241,8.6,11.1,Very low,UMI,<20 years,1.9184334156608311,1.1405527911119515,2.8674522255770656,219.94145307633863,1.3692401847453377,3.005322572057326,2023
NER,Niger,African Region,2021,1097,4.5,8.9,Very low,LI,20-24 years,1.3221884763565026,0.6563070476145325,1.978624769527897,853.2449171723076,4.0486027706259735,11.915000517620124,2023
NER,Niger,African Region,2021,1097,4.5,8.9,Very low,LI,25+ years,1.3221884763565026,0.6563070476145325,1.978624769527897,918.7475116508316,6.808996598323355,18.403006777030136,2023
NER,Niger,African Region,2021,1097,4.5,8.9,Very low,LI,<20 years,1.3221884763565026,0.6563070476145325,1.978624769527897,221.20047684396235,1.2024535760054946,2.8564549143692854,2023
NGA,Nigeria,African Region,2021,10912,5.0,8.8,Very low,LMI,20-24 years,1.6609292784594538,0.6700956409205219,2.894923334813899,1027.8080225587466,2.1097511278194143,5.063290390997159,2023
NGA,Nigeria,African Region,2021,10912,5.0,8.8,Very low,LMI,25+ years,1.6609292784594538,0.6700956409205219,2.894923334813899,1057.4977594229986,3.1409174471295147,9.510495043501855,2023
NGA,Nigeria,African Region,2021,10912,5.0,8.8,Very low,LMI,<20 years,1.6609292784594538,0.6700956409205219,2.894923334813899,283.5367482021459,0.722918773221572,1.3820694059560628,2023
RWA,Rwanda,African Region,2021,1159,8.7,13.6,Very low,LI,20-24 years,5.653500306994378,2.718526478449872,9.233791179691485,814.8820624817015,5.354058860264698,14.927200673642549,2023
RWA,Rwanda,African Region,2021,1159,8.7,13.6,Very low,LI,25+ years,5.653500306994378,2.718526478449872,9.233791179691485,889.9346601014352,9.426360478433049,27.369876433930862,2023
RWA,Rwanda,African Region,2021,1159,8.7,13.6,Very low,LI,<20 years,5.653500306994378,2.718526478449872,9.233791179691485,258.3068594112693,1.7916111436508275,3.11383364779576,2023
STP,Sao Tome and Principe,African Region,2021,2,0.9,1.3,Very low,LMI,20-24 years,1.6372459488341458,0.0407289535934108,3.3094530437453704,740.030835117226,0.7396868630783702,3.239221753660022,2023
STP,Sao Tome and Principe,African Region,2021,2,0.9,1.3,Very low,LMI,25+ years,1.6372459488341458,0.0407289535934108,3.3094530437453704,805.3229626373274,1.4627599644551572,4.740563762016599,2023
STP,Sao Tome and Principe,African Region,2021,2,0.9,1.3,Very low,LMI,<20 years,1.6372459488341458,0.0407289535934108,3.3094530437453704,258.5692623102103,0.1341253629216796,0.5197140462553548,2023
SEN,Senegal,African Region,2021,1164,6.8,11.6,Very low,LMI,20-24 years,1.2969139091125048,0.7308670394093005,1.9077145552935304,821.8420056154346,2.4829463366350275,10.743363350755187,2023
SEN,Senegal,African Region,2021,1164,6.8,11.6,Very low,LMI,25+ years,1.2969139091125048,0.7308670394093005,1.9077145552935304,856.6994534834805,4.606902382865167,21.629868699761296,2023
SEN,Senegal,African Region,2021,1164,6.8,11.6,Very low,LMI,<20 years,1.2969139091125048,0.7308670394093005,1.9077145552935304,246.7260679457796,0.8113164991088228,2.7833781528581523,2023
SYC,Seychelles,African Region,2021,5,4.3,3.9,Medium,HI,20-24 years,1.4388249640759123,0.5229874024683774,2.1758978831646605,595.4355771282306,2.348574033940739,14.156142557176704,2023
SYC,Seychelles,African Region,2021,5,4.3,3.9,Medium,HI,25+ years,1.4388249640759123,0.5229874024683774,2.1758978831646605,613.2504617745012,1.657933949131534,18.117722775499416,2023
SYC,Seychelles,African Region,2021,5,4.3,3.9,Medium,HI,<20 years,1.4388249640759123,0.5229874024683774,2.1758978831646605,211.0576909008572,0.2754410203750061,1.1365834575265144,2023
SLE,Sierra Leone,African Region,2021,497,6.1,9.7,Very low,LI,20-24 years,2.532350404615594,1.0631512428845735,3.943413185329274,793.4952652150394,5.830273344844801,16.508764552319327,2023
SLE,Sierra Leone,African Region,2021,497,6.1,9.7,Very low,LI,25+ years,2.532350404615594,1.0631512428845735,3.943413185329274,860.0801689780304,8.788063866184494,26.83106936496432,2023
SLE,Sierra Leone,African Region,2021,497,6.1,9.7,Very low,LI,<20 years,2.532350404615594,1.0631512428845735,3.943413185329274,247.84061448051196,1.87786067399675,3.5932384512561555,2023
ZAF,South Africa,African Region,2021,13712,22.3,21.1,Medium,UMI,20-24 years,2.891430820231465,1.8096536322918624,4.260576967964959,875.2964449891192,7.281911355319732,29.67029826342801,2023
ZAF,South Africa,African Region,2021,13712,22.3,21.1,Medium,UMI,25+ years,2.891430820231465,1.8096536322918624,4.260576967964959,869.9695781220979,8.019208043070359,38.9404899521289,2023
ZAF,South Africa,African Region,2021,13712,22.3,21.1,Medium,UMI,<20 years,2.891430820231465,1.8096536322918624,4.260576967964959,297.1776264347189,1.5041924170405276,2.93595575050979,2023
SSD,South Sudan,African Region,2021,857,7.9,13.4,Very low,LI,20-24 years,5.40748129508031,3.796655982474141,7.095307021202979,895.0746870395292,7.362739606822582,19.116655457964463,2023
SSD,South Sudan,African Region,2021,857,7.9,13.4,Very low,LI,25+ years,5.40748129508031,3.796655982474141,7.095307021202979,980.115763106283,10.09865930340666,34.03005022445811,2023
SSD,South Sudan,African Region,2021,857,7.9,13.4,Very low,LI,<20 years,5.40748129508031,3.796655982474141,7.095307021202979,290.9173329525317,2.0975019185874553,3.668101266190875,2023
TGO,Togo,African Region,2021,829,9.3,15.2,Very low,LI,20-24 years,1.5458151212123723,0.8250287343640007,2.397332586906346,1104.0651156482472,3.262113609273925,10.208918878544576,2023
TGO,Togo,African Region,2021,829,9.3,15.2,Very low,LI,25+ years,1.5458151212123723,0.8250287343640007,2.397332586906346,1102.2604581407388,6.753168829735393,24.382227371642323,2023
TGO,Togo,African Region,2021,829,9.3,15.2,Very low,LI,<20 years,1.5458151212123723,0.8250287343640007,2.397332586906346,333.69955177021535,0.9386441971929178,2.596008784955388,2023
UGA,Uganda,African Region,2021,2524,5.5,11.6,Very low,LI,20-24 years,3.9955660961400032,2.230448031984422,6.018160265890725,812.8939850159358,3.9457144140133673,16.86161013575427,2023
UGA,Uganda,African Region,2021,2524,5.5,11.6,Very low,LI,25+ years,3.9955660961400032,2.230448031984422,6.018160265890725,837.925241501304,5.228928232439174,30.249526635375787,2023
UGA,Uganda,African Region,2021,2524,5.5,11.6,Very low,LI,<20 years,3.9955660961400032,2.230448031984422,6.018160265890725,231.4046725048381,1.1186001260035852,2.480549873121816,2023
TZA,United Republic of Tanzania,African Region,2021,3207,5.1,9.1,Very low,LMI,20-24 years,2.471665704592684,1.54181601109775,3.4672049874832984,942.9168540818114,3.3127016502214786,8.303095312918161,2023
TZA,United Republic of Tanzania,African Region,2021,3207,5.1,9.1,Very low,LMI,25+ years,2.471665704592684,1.54181601109775,3.4672049874832984,998.2151808628416,6.4634547959825115,19.654680365609902,2023
TZA,United Republic of Tanzania,African Region,2021,3207,5.1,9.1,Very low,LMI,<20 years,2.471665704592684,1.54181601109775,3.4672049874832984,276.76928724984197,0.71467665252368,1.9358817738644865,2023
ZMB,Zambia,African Region,2021,1397,7.1,13.3,Very low,LMI,20-24 years,4.358406472116781,2.4544081311296444,6.39094847017455,915.26154177679,4.64999244252152,17.937001799613366,2023
ZMB,Zambia,African Region,2021,1397,7.1,13.3,Very low,LMI,25+ years,4.358406472116781,2.4544081311296444,6.39094847017455,930.9971468426592,9.7896288599765,44.00925307575806,2023
ZMB,Zambia,African Region,2021,1397,7.1,13.3,Very low,LMI,<20 years,4.358406472116781,2.4544081311296444,6.39094847017455,271.27613924850493,1.1351203876765243,2.714902040276165,2023
ZWE,Zimbabwe,African Region,2021,2740,17.3,25.4,Very low,LMI,20-24 years,1.0047149107408115,0.5724678552451747,1.5868603222151332,887.1003298661793,3.1988144033182575,8.303307367532158,2023
ZWE,Zimbabwe,African Region,2021,2740,17.3,25.4,Very low,LMI,25+ years,1.0047149107408115,0.5724678552451747,1.5868603222151332,886.3292813993496,5.612244092028873,18.831473778520632,2023
ZWE,Zimbabwe,African Region,2021,2740,17.3,25.4,Very low,LMI,<20 years,1.0047149107408115,0.5724678552451747,1.5868603222151332,271.17462900426176,0.6420168996342838,1.0568389113506362,2023
ATG,Antigua and Barbuda,Region of the Americas,2021,1,1.5,1.4,Medium,HI,20-24 years,7.915490964670316,2.693864162574905,13.602343887717367,881.0718225202701,0.1752250816350864,1.924217645994818,2023
ATG,Antigua and Barbuda,Region of the Americas,2021,1,1.5,1.4,Medium,HI,25+ years,7.915490964670316,2.693864162574905,13.602343887717367,913.6791285829576,0.253534795162865,2.696018094276751,2023
ATG,Antigua and Barbuda,Region of the Americas,2021,1,1.5,1.4,Medium,HI,<20 years,7.915490964670316,2.693864162574905,13.602343887717367,331.71665070790607,0.0516128903361906,0.1952522906374784,2023
ARG,Argentina,Region of the Americas,2021,3594,7.9,7.7,Medium,UMI,20-24 years,1.027971938168997,0.2764351736777867,1.9155263641171183,1092.8711145608154,6.614391736355568,28.636688999961027,2023
