region_name,location_name,iso3,sex_name,year,number_suicides_2021,crude_suicide_rate_2021,age_standardized_suicide_rate_2021,data_quality,income_group
Europe,Netherlands (Kingdom of the),NLD,Females,2021,680,7.6,5.9,High,HI
Europe,Netherlands (Kingdom of the),NLD,Males,2021,1359,15.4,12.5,High,HI
Europe,North Macedonia,MKD,Both sexes,2021,107,5.8,4.6,Medium,UMI
Europe,North Macedonia,MKD,Females,2021,36,3.8,3.0,Medium,UMI
Europe,North Macedonia,MKD,Males,2021,71,7.9,6.4,Medium,UMI
Europe,Norway,NOR,Both sexes,2021,713,13.2,11.4,High,HI
Europe,Norway,NOR,Females,2021,199,7.4,6.3,High,HI
Europe,Norway,NOR,Males,2021,515,18.9,16.3,High,HI
Europe,Poland,POL,Both sexes,2021,5199,13.7,11.5,Medium,HI
Europe,Poland,POL,Females,2021,753,3.8,3.2,Medium,HI
Europe,Poland,POL,Males,2021,4446,24.1,20.2,Medium,HI
Europe,Portugal,PRT,Both sexes,2021,1197,11.5,7.2,High,HI
Europe,Portugal,PRT,Females,2021,323,5.9,3.5,High,HI
Europe,Portugal,PRT,Males,2021,874,17.7,11.4,High,HI
Europe,Republic of Moldova,MDA,Both sexes,2021,428,14.1,11.9,High,UMI
Europe,Republic of Moldova,MDA,Females,2021,82,5.0,4.0,High,UMI
Europe,Republic of Moldova,MDA,Males,2021,346,24.8,22.1,High,UMI
Europe,Romania,ROU,Both sexes,2021,1852,9.6,7.2,High,HI
Europe,Romania,ROU,Females,2021,327,3.3,2.3,High,HI
Europe,Romania,ROU,Males,2021,1526,16.4,12.5,High,HI
Europe,Russian Federation,RUS,Both sexes,2021,31172,21.4,17.9,Medium,HI
Europe,Russian Federation,RUS,Females,2021,6320,8.1,6.1,Medium,HI
Europe,Russian Federation,RUS,Males,2021,24852,36.7,31.6,Medium,HI
Europe,Serbia,SRB,Both sexes,2021,1035,15.1,9.4,Medium,UMI
Europe,Serbia,SRB,Females,2021,287,8.0,4.4,Medium,UMI
Europe,Serbia,SRB,Males,2021,748,23.0,15.0,Medium,UMI
Europe,Slovakia,SVK,Both sexes,2021,539,9.9,7.6,High,HI
Europe,Slovakia,SVK,Females,2021,84,3.0,2.3,High,HI
Europe,Slovakia,SVK,Males,2021,455,17.1,13.5,High,HI
Europe,Slovenia,SVN,Both sexes,2021,398,18.9,13.2,High,HI
Europe,Slovenia,SVN,Females,2021,81,7.7,5.1,High,HI
Europe,Slovenia,SVN,Males,2021,318,29.9,21.4,High,HI
Europe,Spain,ESP,Both sexes,2021,4160,8.7,6.2,High,HI
Europe,Spain,ESP,Females,2021,1085,4.5,3.2,High,HI
Europe,Spain,ESP,Males,2021,3075,13.1,9.4,High,HI
Europe,Sweden,SWE,Both sexes,2021,1442,13.8,11.7,High,HI
Europe,Sweden,SWE,Females,2021,450,8.7,7.1,High,HI
Europe,Sweden,SWE,Males,2021,992,18.9,16.2,High,HI
Europe,Switzerland,CHE,Both sexes,2021,1221,14.0,9.9,High,HI
Europe,Switzerland,CHE,Females,2021,403,9.2,6.0,High,HI
Europe,Switzerland,CHE,Males,2021,818,18.9,13.9,High,HI
Europe,Tajikistan,TJK,Both sexes,2021,242,2.4,3.1,Low,LMI
Europe,Tajikistan,TJK,Females,2021,68,1.3,1.7,Low,LMI
Europe,Tajikistan,TJK,Males,2021,174,3.6,4.5,Low,LMI
Europe,Türkiye,TUR,Both sexes,2021,2332,2.7,2.6,Medium,UMI
Europe,Türkiye,TUR,Females,2021,473,1.1,1.0,Medium,UMI
Europe,Türkiye,TUR,Males,2021,1859,4.3,4.2,Medium,UMI
Europe,Turkmenistan,TKM,Both sexes,2021,484,6.8,7.5,Very low,UMI
Europe,Turkmenistan,TKM,Females,2021,126,3.5,3.9,Very low,UMI
Europe,Turkmenistan,TKM,Males,2021,358,10.3,11.7,Very low,UMI
Europe,Ukraine,UKR,Both sexes,2021,9397,21.2,17.0,Medium,UMI
Europe,Ukraine,UKR,Females,2021,1625,6.9,4.7,Medium,UMI
Europe,Ukraine,UKR,Males,2021,7773,37.7,30.9,Medium,UMI
Europe,United Kingdom of Great Britain and Northern Ireland,GBR,Both sexes,2021,6461,9.5,8.8,High,HI
Europe,United Kingdom of Great Britain and Northern Ireland,GBR,Females,2021,1581,4.6,4.1,High,HI
Europe,United Kingdom of Great Britain and Northern Ireland,GBR,Males,2021,4880,14.7,13.5,High,HI
Europe,Uzbekistan,UZB,Both sexes,2021,2857,8.3,9.1,Medium,LMI
Europe,Uzbekistan,UZB,Females,2021,1029,6.1,6.5,Medium,LMI
Europe,Uzbekistan,UZB,Males,2021,1828,10.6,11.8,Medium,LMI
